cash_id,ben_id,project_id,country_id,amount,currency,payment_method,payment_date
123,784,27,2,434.6,USD,Bank Transfer,19/02/2025
124,73,26,3,251.86,USD,Mobile Money,30/01/2026
125,4753,28,5,99.96,USD,Mobile Money,20/07/2025
126,398,22,2,272.61,USD,Bank Transfer,16/08/2024
127,1560,8,3,73.53,USD,Voucher,26/10/2024
128,4562,7,2,320.63,USD,Mobile Money,13/05/2025
129,4734,16,3,405.52,USD,Mobile Money,22/06/2025
130,919,16,5,410.16,USD,Voucher,11/01/2026
131,337,25,3,413.2,USD,Voucher,18/10/2024
132,744,6,4,245.07,USD,Cash,13/11/2024
133,522,8,3,283.1,USD,Mobile Money,01/04/2026
134,4684,15,1,252.12,USD,Mobile Money,17/10/2024
135,681,12,2,44.8,USD,Bank Transfer,28/08/2024
136,249,10,3,128.06,USD,Bank Transfer,03/12/2024
137,3452,4,5,431.31,USD,Cash,02/12/2025
138,807,9,4,302.61,USD,Mobile Money,21/12/2024
139,4631,9,2,45.29,USD,Cash,09/12/2025
140,2912,15,5,290.52,USD,Cash,24/03/2026
141,586,14,4,147.84,USD,Cash,09/01/2026
142,82,28,3,61.31,USD,Mobile Money,16/04/2026
143,37,16,5,430.25,USD,Bank Transfer,05/12/2025
144,4844,11,5,123.2,USD,Voucher,13/03/2026
145,1328,17,4,448.67,USD,Cash,14/03/2025
146,1901,26,5,313.05,USD,Mobile Money,10/05/2026
147,831,11,5,30.3,USD,Voucher,14/07/2026
148,3980,15,1,247.69,USD,Mobile Money,26/08/2024
149,4254,15,3,110.4,USD,Mobile Money,13/11/2024
150,264,30,4,370.08,USD,Bank Transfer,18/12/2024
151,659,11,3,475.58,USD,Cash,07/11/2024
152,2006,16,5,480.24,USD,Bank Transfer,24/12/2024
153,3429,12,1,283.95,USD,Mobile Money,12/04/2026
154,1313,10,1,479.64,USD,Voucher,11/10/2024
155,4033,29,5,458.88,USD,Cash,29/11/2025
156,768,9,2,283.69,USD,Mobile Money,03/11/2024
157,2791,13,3,157.57,USD,Mobile Money,04/06/2025
158,576,13,1,476.23,USD,Mobile Money,08/06/2025
159,4848,4,1,382.66,USD,Bank Transfer,19/12/2025
160,2681,7,3,101.85,USD,Voucher,19/06/2025
161,4883,8,5,236.38,USD,Bank Transfer,10/10/2025
162,619,5,2,139.24,USD,Voucher,02/02/2025
163,3351,17,5,475.57,USD,Mobile Money,11/10/2024
164,2939,18,1,27.23,USD,Voucher,13/09/2024
165,2166,26,5,408.29,USD,Bank Transfer,24/06/2025
166,1739,10,4,181.36,USD,Bank Transfer,08/10/2024
167,3168,25,1,387.95,USD,Bank Transfer,06/08/2025
168,4105,29,4,238.32,USD,Voucher,15/06/2026
169,1268,1,3,385.6,USD,Cash,12/01/2025
170,4708,18,1,306.54,USD,Mobile Money,29/06/2025
171,3211,10,1,128.27,USD,Bank Transfer,26/01/2025
172,3026,8,4,412.38,USD,Bank Transfer,27/02/2025
173,3498,5,1,82.4,USD,Cash,22/06/2026
174,34,22,2,215.48,USD,Bank Transfer,20/04/2026
175,902,15,3,227.79,USD,Voucher,16/06/2025
176,2159,27,3,113.21,USD,Voucher,30/04/2026
177,2939,1,1,322.4,USD,Mobile Money,29/05/2026
178,3323,8,2,186.47,USD,Mobile Money,09/01/2026
179,479,26,1,389.96,USD,Mobile Money,29/03/2025
180,1412,7,2,59.11,USD,Mobile Money,15/03/2026
181,3230,28,2,308.89,USD,Mobile Money,13/07/2025
182,2992,24,3,60.46,USD,Cash,09/05/2026
183,4077,23,1,160.86,USD,Bank Transfer,06/09/2025
184,1708,8,3,341.68,USD,Bank Transfer,17/06/2025
185,2586,5,4,64.58,USD,Bank Transfer,09/12/2024
186,4397,14,3,330.86,USD,Mobile Money,09/01/2025
187,3975,2,5,381.54,USD,Cash,01/01/2025
188,276,6,2,494.43,USD,Mobile Money,05/07/2026
189,754,4,1,43.23,USD,Bank Transfer,13/08/2025
190,4838,1,3,421.4,USD,Mobile Money,13/05/2026
191,237,13,1,316.72,USD,Bank Transfer,14/09/2024
192,552,10,5,269.61,USD,Voucher,10/08/2025
193,3483,5,4,110.14,USD,Bank Transfer,25/02/2025
194,3407,2,3,421.67,USD,Bank Transfer,31/12/2024
195,4976,14,1,124.23,USD,Mobile Money,11/11/2024
196,1892,22,2,265.88,USD,Mobile Money,15/02/2025
197,863,30,2,105.62,USD,Cash,13/11/2025
198,1449,17,3,87.3,USD,Voucher,08/11/2025
199,4239,3,2,185.59,USD,Voucher,16/09/2025
200,755,28,5,473.48,USD,Voucher,21/05/2026
201,1960,7,2,35.96,USD,Voucher,15/09/2025
202,2364,25,1,388.23,USD,Mobile Money,30/12/2024
203,2723,12,5,348.03,USD,Cash,22/09/2025
204,135,19,1,170.85,USD,Bank Transfer,31/05/2025
205,74,11,4,163.36,USD,Bank Transfer,06/12/2024
206,1599,22,3,344.6,USD,Mobile Money,01/06/2025
207,1527,9,2,173.67,USD,Voucher,27/05/2026
208,2266,8,2,272.85,USD,Bank Transfer,09/08/2024
209,1453,22,1,316.55,USD,Cash,14/03/2025
210,1834,15,5,432.87,USD,Voucher,13/08/2024
211,2717,27,2,349.03,USD,Cash,29/04/2026
212,2067,7,4,353.9,USD,Cash,05/07/2026
213,1623,19,1,65.97,USD,Mobile Money,03/05/2025
214,3891,27,3,461.4,USD,Mobile Money,19/02/2025
215,2478,29,2,422.29,USD,Mobile Money,01/01/2026
216,2391,24,3,379.19,USD,Bank Transfer,06/04/2025
217,3148,27,3,403.09,USD,Bank Transfer,07/08/2025
218,2645,15,5,218.89,USD,Voucher,10/09/2025
219,3910,19,2,146.56,USD,Bank Transfer,25/03/2026
220,2865,16,3,22.69,USD,Voucher,10/03/2025
221,608,25,1,227.4,USD,Cash,11/04/2026
222,4090,7,3,155.15,USD,Cash,08/04/2026
223,1469,6,4,489.84,USD,Mobile Money,03/03/2025
224,1919,26,1,169.36,USD,Voucher,05/09/2025
225,755,24,3,355.11,USD,Voucher,14/01/2025
226,3513,7,2,385.17,USD,Cash,21/02/2026
227,119,25,3,306.4,USD,Mobile Money,28/11/2024
228,1113,6,4,368.07,USD,Voucher,12/08/2025
229,2580,2,2,499.05,USD,Mobile Money,31/05/2025
230,3874,22,1,241.17,USD,Mobile Money,10/04/2026
231,2986,13,5,156.72,USD,Bank Transfer,04/07/2026
232,221,13,1,452.64,USD,Cash,22/07/2025
233,4452,30,5,81.44,USD,Mobile Money,13/10/2025
234,1871,23,3,229.84,USD,Cash,20/10/2024
235,1608,2,1,72.83,USD,Cash,03/10/2024
236,4158,30,2,218.6,USD,Voucher,05/10/2024
237,403,8,3,409.12,USD,Bank Transfer,22/05/2025
238,975,7,4,476.03,USD,Bank Transfer,18/12/2024
239,810,3,3,179.27,USD,Mobile Money,02/08/2025
240,100,20,3,43.7,USD,Mobile Money,08/06/2026
241,2688,8,1,250.31,USD,Mobile Money,28/10/2024
242,4979,14,1,228.68,USD,Voucher,18/09/2024
243,4797,3,1,473.35,USD,Mobile Money,25/09/2024
244,2579,26,3,443.91,USD,Bank Transfer,24/02/2026
245,2990,4,3,143.94,USD,Mobile Money,18/06/2025
246,3876,16,5,200.33,USD,Voucher,14/12/2024
247,2371,11,3,478.13,USD,Cash,09/09/2024
248,1264,11,3,111.44,USD,Mobile Money,13/01/2026
249,590,13,4,387.31,USD,Mobile Money,06/11/2025
250,4408,1,2,478.89,USD,Bank Transfer,21/12/2024
251,1825,22,3,454.15,USD,Cash,03/10/2025
252,4146,23,5,175.54,USD,Cash,06/08/2024
253,1089,28,4,480.38,USD,Mobile Money,03/10/2025
254,2747,2,1,290.86,USD,Mobile Money,28/02/2026
255,2243,20,2,287.68,USD,Voucher,13/08/2024
256,2225,17,4,282.48,USD,Voucher,18/05/2025
257,4344,17,5,248.06,USD,Mobile Money,25/04/2025
258,1104,19,3,258.99,USD,Cash,15/05/2025
259,1718,25,1,107.55,USD,Cash,08/08/2025
260,3498,5,1,299.3,USD,Cash,25/08/2024
261,2343,17,4,88.77,USD,Cash,10/07/2025
262,563,11,1,374.24,USD,Voucher,06/08/2025
263,3721,19,4,454.17,USD,Bank Transfer,25/04/2025
264,1151,28,1,320.16,USD,Cash,10/05/2025
265,3652,13,5,186.49,USD,Cash,26/06/2025
266,224,27,3,405.23,USD,Voucher,28/01/2026
267,1994,4,5,277.09,USD,Bank Transfer,21/08/2024
268,1098,28,2,112.22,USD,Voucher,09/06/2025
269,685,6,4,78.38,USD,Cash,02/01/2026
270,4583,16,2,132.6,USD,Bank Transfer,12/05/2026
271,3611,6,3,20.45,USD,Mobile Money,24/05/2026
272,1573,9,1,410.68,USD,Mobile Money,12/06/2025
273,3027,15,4,474.23,USD,Mobile Money,17/08/2025
274,1213,10,1,255.69,USD,Bank Transfer,08/07/2025
275,4559,24,4,415.61,USD,Mobile Money,24/01/2026
276,892,24,1,194.71,USD,Mobile Money,14/10/2025
277,3765,14,1,492.02,USD,Bank Transfer,05/05/2026
278,1802,24,4,189.3,USD,Mobile Money,17/03/2026
279,1787,30,1,382,USD,Cash,19/07/2024
280,4064,24,5,395.96,USD,Bank Transfer,03/08/2024
281,3937,20,1,490.16,USD,Mobile Money,21/04/2026
282,1551,6,1,441.39,USD,Mobile Money,28/05/2026
283,4477,8,3,486.45,USD,Bank Transfer,28/06/2025
284,3625,3,2,154.95,USD,Bank Transfer,27/09/2025
285,1039,3,3,404.85,USD,Mobile Money,16/03/2025
286,91,7,1,159.48,USD,Voucher,12/06/2026
287,1442,3,2,443.3,USD,Mobile Money,08/09/2025
288,4167,26,1,180.17,USD,Cash,30/09/2025
289,1987,13,4,46.05,USD,Bank Transfer,18/06/2026
290,4866,24,3,151.35,USD,Cash,23/02/2025
291,3912,22,3,382.85,USD,Voucher,04/06/2025
292,1363,27,1,171.36,USD,Cash,07/03/2026
293,740,30,4,229.77,USD,Mobile Money,04/05/2026
294,3443,8,4,43.58,USD,Voucher,30/03/2026
295,3004,12,4,445.92,USD,Voucher,05/01/2025
296,3779,8,3,31.32,USD,Voucher,11/01/2026
297,3999,5,1,207.79,USD,Mobile Money,25/02/2025
298,4663,7,5,205.38,USD,Mobile Money,25/10/2025
299,2418,28,4,412.63,USD,Mobile Money,08/07/2026
300,2461,24,2,303.16,USD,Mobile Money,03/10/2024
301,2220,18,5,273.23,USD,Bank Transfer,18/11/2025
302,4106,21,4,63.12,USD,Mobile Money,15/10/2025
303,1642,28,5,106.26,USD,Mobile Money,13/11/2024
304,358,25,3,33.56,USD,Voucher,12/02/2025
305,3438,3,5,286.69,USD,Cash,10/05/2025
306,4007,26,2,96.59,USD,Voucher,31/05/2025
307,2017,28,5,149.54,USD,Mobile Money,01/10/2025
308,2806,26,5,284.45,USD,Mobile Money,10/02/2025
309,1148,22,2,390.37,USD,Cash,02/06/2026
310,4230,11,3,317.55,USD,Cash,24/03/2026
311,4909,25,1,200.89,USD,Cash,05/06/2025
312,1721,24,1,257.82,USD,Cash,12/01/2026
313,225,29,4,65.67,USD,Mobile Money,13/11/2025
314,3363,17,5,391.33,USD,Mobile Money,25/04/2025
315,1562,27,4,355.61,USD,Bank Transfer,27/04/2025
316,1929,30,2,204.63,USD,Voucher,05/08/2025
317,2966,23,3,66.53,USD,Voucher,25/06/2026
318,3219,12,3,477.47,USD,Mobile Money,24/03/2025
319,4741,20,3,432.46,USD,Cash,07/07/2026
320,4677,4,3,187.11,USD,Voucher,09/05/2025
321,4463,1,3,95.75,USD,Cash,21/04/2025
322,4508,24,5,34.76,USD,Bank Transfer,12/02/2026
323,1606,29,5,189.13,USD,Cash,29/05/2026
324,4004,10,1,62.91,USD,Voucher,01/08/2024
325,740,21,5,229.53,USD,Voucher,27/06/2026
326,4202,13,3,244.77,USD,Voucher,18/03/2025
327,518,3,1,368.21,USD,Cash,15/04/2026
328,3556,2,4,59.14,USD,Mobile Money,18/10/2024
329,2645,6,1,487.08,USD,Voucher,02/10/2024
330,2867,11,4,472.41,USD,Bank Transfer,17/12/2025
331,4798,13,5,164.51,USD,Bank Transfer,11/09/2025
332,467,25,5,149.61,USD,Cash,26/04/2026
333,4970,19,5,496.07,USD,Mobile Money,15/08/2025
334,832,19,1,73.54,USD,Voucher,13/05/2026
335,2074,12,1,76.23,USD,Voucher,05/10/2025
336,3629,8,3,450.82,USD,Cash,16/01/2026
337,2757,25,4,65.57,USD,Voucher,22/06/2026
338,2804,23,5,419.11,USD,Mobile Money,07/06/2025
339,102,7,5,101.06,USD,Mobile Money,30/03/2025
340,459,7,1,155.5,USD,Voucher,30/10/2024
341,2277,15,1,405.57,USD,Cash,13/08/2024
342,2892,10,3,319.83,USD,Cash,18/09/2025
343,2425,29,4,373.58,USD,Cash,31/01/2025
344,3208,14,4,316.39,USD,Voucher,10/02/2025
345,436,28,4,303.1,USD,Mobile Money,31/10/2025
346,2473,24,1,166.37,USD,Cash,13/11/2024
347,2916,7,3,52.63,USD,Voucher,14/09/2024
348,2740,9,3,58.31,USD,Mobile Money,14/04/2026
349,411,9,3,92.31,USD,Mobile Money,05/09/2024
350,2698,4,4,20.69,USD,Voucher,04/04/2025
351,3678,5,4,119.57,USD,Voucher,03/07/2026
352,2847,24,1,110.71,USD,Voucher,08/03/2026
353,2277,10,4,21.47,USD,Voucher,13/06/2026
354,1419,6,4,332.33,USD,Bank Transfer,17/05/2026
355,4940,7,3,156.65,USD,Voucher,15/05/2026
356,1452,7,5,475.74,USD,Cash,20/06/2026
357,1626,6,4,388.16,USD,Cash,31/01/2026
358,768,6,3,20.8,USD,Mobile Money,26/02/2026
359,481,1,2,117.27,USD,Voucher,26/05/2025
360,3662,30,5,297.68,USD,Mobile Money,31/08/2024
361,218,27,4,24.54,USD,Mobile Money,04/12/2025
362,1369,29,1,176.16,USD,Cash,25/06/2025
363,1491,9,3,273.37,USD,Mobile Money,27/12/2025
364,1243,9,4,82.49,USD,Bank Transfer,31/08/2024
365,2759,27,5,201.89,USD,Cash,11/05/2025
366,333,30,2,235.31,USD,Bank Transfer,12/10/2024
367,3000,27,4,75.07,USD,Bank Transfer,05/09/2025
368,3884,16,3,461.17,USD,Cash,10/07/2026
369,3533,7,5,32.28,USD,Mobile Money,11/03/2026
370,423,4,3,364.24,USD,Mobile Money,10/02/2025
371,2361,3,4,159.68,USD,Bank Transfer,21/10/2024
372,3707,10,5,359.55,USD,Mobile Money,23/09/2025
373,3399,30,1,116.41,USD,Bank Transfer,05/09/2024
374,3635,11,2,489.74,USD,Bank Transfer,07/06/2026
375,2203,6,4,474.16,USD,Voucher,19/07/2024
376,3751,14,1,469.58,USD,Mobile Money,24/07/2024
377,203,26,2,198,USD,Cash,06/10/2024
378,4276,22,2,338.55,USD,Bank Transfer,20/02/2026
379,4562,30,5,238.95,USD,Bank Transfer,12/07/2025
380,871,14,3,271.98,USD,Cash,02/07/2025
381,609,13,3,175.37,USD,Mobile Money,02/06/2026
382,4387,24,1,402.43,USD,Mobile Money,05/01/2026
383,3993,30,2,474.7,USD,Voucher,02/12/2025
384,1518,22,2,50.91,USD,Voucher,01/12/2024
385,1105,1,1,461.22,USD,Cash,10/10/2025
386,2633,20,5,252.51,USD,Voucher,19/09/2025
387,694,1,2,171.67,USD,Mobile Money,23/05/2026
388,3462,2,3,492.32,USD,Bank Transfer,01/12/2024
389,1428,1,4,280.14,USD,Voucher,29/05/2026
390,2257,24,1,28.06,USD,Voucher,15/09/2025
391,4786,28,2,244.56,USD,Voucher,25/04/2025
392,2284,10,2,154.4,USD,Bank Transfer,09/11/2025
393,3927,12,4,97.03,USD,Bank Transfer,05/10/2025
394,1771,15,3,346.64,USD,Bank Transfer,21/01/2025
395,4902,5,1,437.81,USD,Voucher,02/07/2025
396,1203,8,2,459.89,USD,Bank Transfer,15/07/2026
397,2577,9,5,83.41,USD,Voucher,20/06/2026
398,2655,28,5,24.24,USD,Cash,28/09/2024
399,1283,27,2,374.23,USD,Mobile Money,03/05/2026
400,2654,8,4,322.56,USD,Voucher,15/06/2026
401,276,14,2,325.52,USD,Mobile Money,09/02/2025
402,2446,4,1,368.19,USD,Voucher,30/07/2024
403,2062,23,3,235.32,USD,Bank Transfer,30/09/2024
404,4281,7,2,410.19,USD,Cash,27/01/2026
405,4473,2,2,85.28,USD,Bank Transfer,02/05/2026
406,47,2,2,32.91,USD,Voucher,25/05/2025
407,2410,5,1,169.51,USD,Bank Transfer,05/07/2025
408,1530,17,3,310.5,USD,Bank Transfer,03/09/2025
409,269,20,1,77.16,USD,Bank Transfer,17/08/2024
410,226,12,4,203.86,USD,Cash,24/10/2024
411,2807,14,4,190.54,USD,Bank Transfer,11/09/2025
412,4329,11,1,300.68,USD,Cash,25/04/2025
413,2372,28,5,116.04,USD,Cash,19/06/2025
414,1127,20,3,422.53,USD,Cash,01/04/2026
415,2020,4,2,406.12,USD,Voucher,16/11/2024
416,468,8,3,204.41,USD,Bank Transfer,12/04/2026
417,4456,9,5,410.44,USD,Mobile Money,20/03/2025
418,2257,12,2,238.25,USD,Mobile Money,04/07/2026
419,4811,27,1,176.64,USD,Voucher,18/09/2024
420,1147,21,4,328.9,USD,Cash,01/09/2024
421,2376,14,1,392.45,USD,Voucher,26/09/2025
422,3231,30,4,469.4,USD,Cash,01/05/2026
423,1108,10,3,444.86,USD,Mobile Money,05/01/2026
424,3279,19,1,331.58,USD,Cash,28/10/2025
425,3318,23,4,48.98,USD,Voucher,06/06/2025
426,4905,20,4,326.27,USD,Bank Transfer,24/12/2024
427,446,29,1,274.37,USD,Voucher,19/05/2025
428,2157,1,2,66.93,USD,Cash,25/08/2024
429,4654,28,3,171.74,USD,Mobile Money,25/07/2024
430,2387,8,2,82.12,USD,Bank Transfer,11/12/2025
431,1441,10,3,389.29,USD,Mobile Money,07/04/2026
432,4894,2,4,214.08,USD,Bank Transfer,22/03/2025
433,1939,26,5,65.44,USD,Voucher,29/11/2024
434,3999,13,1,112.86,USD,Voucher,30/01/2025
435,2653,8,1,100.94,USD,Mobile Money,17/07/2026
436,3657,16,3,137.35,USD,Voucher,24/08/2024
437,182,3,4,169.51,USD,Mobile Money,28/01/2026
438,4379,6,1,417.46,USD,Bank Transfer,07/10/2025
439,3515,21,3,298.75,USD,Bank Transfer,05/02/2025
440,25,5,5,319.1,USD,Voucher,28/06/2026
441,1915,2,5,324.08,USD,Cash,17/11/2024
442,2903,10,3,277.63,USD,Bank Transfer,17/03/2026
443,4556,15,1,224.9,USD,Mobile Money,20/05/2026
444,4158,10,4,127.98,USD,Bank Transfer,11/10/2024
445,2171,13,5,241.97,USD,Mobile Money,08/01/2025
446,2605,6,2,288.45,USD,Mobile Money,07/10/2024
447,1544,10,5,159.87,USD,Voucher,22/05/2025
448,4119,22,3,66.11,USD,Cash,02/01/2025
449,736,17,5,232.02,USD,Voucher,22/01/2025
450,2222,8,5,308.78,USD,Voucher,11/12/2024
451,3180,6,5,22.95,USD,Bank Transfer,21/07/2024
452,2754,10,3,380.58,USD,Bank Transfer,28/11/2024
453,1763,3,4,149.61,USD,Bank Transfer,29/07/2024
454,4913,4,4,84.25,USD,Bank Transfer,06/04/2026
455,401,17,3,41.7,USD,Voucher,21/06/2026
456,3542,8,2,401.24,USD,Voucher,09/07/2025
457,1177,9,4,40.85,USD,Cash,16/04/2026
458,3373,7,2,496.79,USD,Voucher,01/05/2025
459,1225,5,4,88.26,USD,Voucher,31/05/2025
460,1322,16,3,327.51,USD,Voucher,31/10/2025
461,1760,1,2,136.59,USD,Bank Transfer,03/12/2025
462,2950,27,5,394.79,USD,Cash,06/07/2025
463,521,26,1,224.01,USD,Voucher,08/12/2025
464,4201,22,2,37.04,USD,Voucher,24/10/2024
465,2590,23,2,93.56,USD,Bank Transfer,02/08/2024
466,3078,9,3,44.05,USD,Mobile Money,24/06/2025
467,1467,18,2,202.63,USD,Cash,16/04/2025
468,4720,25,2,250.91,USD,Mobile Money,07/12/2024
469,3667,3,2,427.91,USD,Mobile Money,22/06/2026
470,1031,6,4,154.33,USD,Cash,21/07/2024
471,1415,7,4,172.36,USD,Voucher,10/12/2025
472,2933,1,3,132.15,USD,Cash,01/10/2025
473,1856,23,3,497.82,USD,Mobile Money,28/12/2025
474,3181,30,2,133.67,USD,Cash,18/05/2025
475,304,20,3,55.89,USD,Cash,25/05/2026
476,1323,6,4,98.7,USD,Cash,04/01/2026
477,82,3,1,265.43,USD,Voucher,02/08/2025
478,2012,18,1,343.27,USD,Bank Transfer,11/07/2025
479,4498,12,2,489.14,USD,Mobile Money,23/10/2025
480,4512,25,5,410.08,USD,Voucher,25/12/2024
481,4435,30,4,90.86,USD,Mobile Money,31/03/2025
482,2601,19,2,437.13,USD,Voucher,16/03/2025
483,2538,20,5,159.15,USD,Cash,08/02/2025
484,1159,28,3,490.27,USD,Bank Transfer,30/10/2025
